1.375
5.925
9.575
12.875
16.375
20.375
27.125
31.275
35.825
41.875
Node 1
1.075
4.675
7.625
11.175
15.475
21.125
25.725
30.525
33.225
38.225
Node 2
1.075
4.225
7.925
11.025
15.825
19.825
24.775
28.725
32.975
37.225
Node 3
0.575
2.075
4.875
8.675
10.575
13.925
20.525
22.275
24.975
28.725
node 4
0.975
10.825
16.175
20.775
24.125
26.275
30.175
36.375
40.275
42.575
node 5
40.675
37.375
33.425
29.875
25.475
22.325
20.525
14.375
6.975
0.975
16.875
17.275
18.175
18.875
21.325
25.925
28.625
27.875
28.275
30.275
3.975
3.775
3.975
4.025
5.575
9.825
11.925
13.375
13.975
14.725
42.525
36.075
30.575
26.175
21.125
17.775
8.575
1.475
3.125
0.475


y


 0.7
 3.05
 5.1
 8.65
 11
 14.5
 16.2
 17.15
 18.3
 18.8 

 Node 1
 2.7
 4.5
 6.1
 7.75
 8.95
 10.25
 12.35
 14.7
 15.7
 18.05

 Node 2
 17.95
 16.25
 15.15
 13.7
 12.1
 10.2
 7.75
 6
 3.25
 2.25

 Node 3
 10
 12.05
 14.3
 16
 16.4
 15.2
 12.75
 14.2
 16.5
 18.6
 Node 4
 8.7
 2.25
 2.9
 4.9
 8.65
 14.55
 15.4
 11.55
 7.95
 6.1
 1.4
 5.7
 11.9
 16.9
 16.85
 14.5
 9.55
 2.1
 3.15
 13.65
 18.65
 15.15
 9.1
 3.85
 1
 1.25
 7.45
 13.55
 16.6
 18.5
 0.9
 6.75
 11.1
 13.9
 18.2
 18.5
 17
 10.8
 4.45
 0.75
 10.6
 10.2
 6.9
 3.7
 3.1
 6
 10.75
 6.8
 3.25
 0.55
